Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Indonesia,IDN,Langganan telepon seluler (per 100 orang),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0.001078038,0.001223825,0.002678921,0.003666018,0.005127077,0.007224398,0.009934131,0.013232541,0.018851452,0.027870427,0.040026977,0.106310098,0.279339729,0.447726102,0.512769723,1.052607358,1.714058712,3.003488464,5.31540109,8.290855733,13.42692564,20.5021492,27.52533357,39.76307645,59.08224127,67.92102195,86.58861927,101.095073,112.6850884,123.6702315,127.0667453,130.8216306,147.24962,164.5351584,119.6084851,126.5946679,130.8110952,133.6505363,
Indonesia,IDN,Waktu dibutuhkan untuk memulai suatu bisnis (hari),IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.9,53.9,49.3,26.3,24.5,21,12.6,,,
Indonesia,IDN,Indeks kemudahan menjalankan bisnis (1=regulasi bisnis paling bersahabat),IC.BUS.EASE.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,
Indonesia,IDN,"Pendapatan, di luar hibah (% dari PDB)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,13.91323401,15.01465928,16.99663803,18.16887483,19.18961382,19.11555072,19.24734019,22.01377656,22.89765588,25.47429989,21.4899233,21.04681835,21.50829133,21.48102634,20.79459052,19.85388197,16.95087006,17.401712,20.22830593,18.64803812,19.4875031,17.07766307,18.15552678,17.69186038,16.9535158,18.13771894,16.46671448,18.05997936,,18.69870293,17.44436725,17.32347323,18.36550946,,,,19.787844,15.1082541,14.45685851,15.39553988,15.46843732,15.00494556,14.61652911,12.96669934,12.47382327,12.17664757,12.99328466,12.34853846,10.54063387,11.81959398,
Indonesia,IDN,"Utang pemerintah pusat, total (% dari PDB)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.74145233,40.27562957,42.70935743,37.49759685,36.57059016,30.80432488,23.92314221,72.48531853,55.20408766,45.20796711,,,32.22412653,29.71739625,,,,,34.22502821,29.99730638,26.16615928,24.86514467,25.03440084,27.78192722,27.4216122,30.30912614,31.36619071,32.42906712,33.13941924,33.72915562,42.9166244,44.41941708,
Indonesia,IDN,Pengeluaran penelitian dan pengembangan (% dari PDB),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06769,0.047559999,,,,,,,,0.083319999,,,,0.084890001,,,,,,,,,
Indonesia,IDN,"Inflasi, harga konsumen (% tahunan)",FP.CPI.TOTL.ZG,39.59044369,13.69193154,131.3978495,145.9107807,108.994709,306.7631103,1136.254112,106,128.8430421,15.47987022,12.39946465,4.233748945,6.521749213,31.04188127,40.49179044,19.16569713,19.8286537,11.05208979,8.112582595,16.23276576,18.03543016,12.26590851,9.445423954,11.79974052,10.45503482,4.724536157,5.822666962,9.278656132,8.045367151,6.415539635,7.819191447,9.419058277,7.52351717,9.671893382,8.532005254,9.420323216,7.973280856,6.226141634,58.45104447,20.47783111,3.68861916,11.50011488,11.90011757,6.757317194,6.064059885,10.45319842,13.1086721,6.406562813,10.22666455,4.38641555,5.134204008,5.35604779,4.279499996,6.412513302,6.394925408,6.363121131,3.525805157,3.80879807,3.198346416,3.03058665,1.920968006,1.560129905,4.209463834
Indonesia,IDN,"Pengambilan air tawar tahunan, total (% dari sumber daya internal)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.681889335,3.874804082,4.067718829,4.260633576,4.453528508,4.64646307,4.839348095,5.032257889,5.225167682,5.418077476,5.611036806,5.949636524,6.288236241,6.626835959,6.965435676,7.304035394,7.642635112,7.981234829,8.319834547,8.658434265,8.997033982,9.3356337,9.674233418,10.01283314,10.35143285,10.69003257,11.02863229,11.02863229,11.02863229,11.02863229,11.02863229,,
Indonesia,IDN,Emisi CO2 (metrik ton per kapita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81539088,0.8761336,0.909566932,0.96531563,1.021787303,1.128890265,1.175509478,1.276250518,1.263881965,1.324581957,1.310982044,1.39128004,1.388557219,1.496715613,1.510342666,1.495368041,1.57235093,1.617811752,1.580831995,1.622875309,1.702823608,1.923573383,1.924310263,1.768592938,1.888585846,1.885616139,1.842687281,1.955863309,2.160475982,2.299258412,,,
Indonesia,IDN,Penggunaan energi (kg minyak ekuivalen per kapita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,296.1329482,300.2551971,305.9280586,309.1510056,313.4503716,319.6047755,346.5070824,361.9540253,369.8086765,375.9290707,386.4763772,387.0249397,385.2773071,391.632678,397.037737,429.319365,434.915291,438.4459761,454.8827255,541.546724,558.2617418,572.0707423,617.9334904,608.6217147,660.3930858,673.3575771,684.9186485,659.5391425,680.603005,727.1177682,733.7824134,750.6453806,742.7716609,781.8020069,785.6755965,793.7730301,779.737359,784.8776554,837.7095311,869.2329668,826.8709532,847.1720441,858.8057274,880.121002,,,,,,,,
Indonesia,IDN,Konsumsi daya listrik (kWh per kapita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,14.29692404,15.83485074,15.75667423,19.10974446,21.36217758,18.25736906,21.63765181,31.61748333,38.50218497,45.94502243,52.02182448,61.12917629,65.77215072,71.08889622,79.37068307,91.64262265,103.9198211,119.0474517,136.9439124,161.8578195,177.2161328,193.4891095,211.8680234,238.8003402,262.0165416,295.0284628,328.3812465,327.7180762,352.9909514,385.7573041,406.3792992,412.266143,423.5294457,468.804367,495.1462105,510.5147263,540.3769249,564.1504172,588.1244752,630.298386,674.8207384,728.1833488,769.4967668,808.4189721,910,956,1021,1064,1084,,,
Indonesia,IDN,"Jasa utang total (% dari ekspor barang, jasa dan pendapatan utama)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,14.03698769,18.12613499,18.83246757,21.87648016,28.91258987,37.46387598,37.17786071,40.43951477,38.69397885,33.48278677,34.38257748,32.7716289,33.86735718,30.96503656,30.27629091,37.14874475,30.32446337,32.26296708,30.62448719,22.84766312,23.95804259,25.22533013,26.32374683,25.46740401,20.90621741,25.74919014,19.05711911,14.48359173,19.56687617,18.72754396,14.41399914,17.43003316,19.96524081,29.91739054,34.60619961,37.47857528,29.43508718,25.07242782,39.41267951,36.70143926,28.78405449,
Indonesia,IDN,Bantuan pembangunan resmi bersih yang diterima (mata uang US$),DT.ODA.ODAT.CD,83080001.83,113800003.1,157729995.7,108150001.5,66900001.53,42869998.93,85430000.31,231940002.4,326029998.8,328609985.4,464359985.4,584500000,494959991.5,597309997.6,649929992.7,668969970.7,643380004.9,499950012.2,625929992.7,716440002.4,936909973.1,964440002.4,894750000,734669982.9,663469970.7,590859985.4,700179992.7,1207170044,1560770020,1768359985,1592550049,1791609985,1919430054,1876089966,1505199951,1251750000,1057969971,797580017.1,1265689941,2132459961,1645430054,1458180054,1296010010,1738630005,97559997.56,2489000000,1229969971,737039978,1145670044,902690002.4,1323760010,358109985.4,69010002.14,69470001.22,-381940002.4,-28459999.08,-108279998.8,280190002.4,962690002.4,-693369995.1,1209829956,612380004.9,
Indonesia,IDN,"Stok utang luar negeri, total (DOD, mata uang US$)",DT.DOD.DECT.CD,,,,,,,,,,,3432691278,4682274735,5814543796,7270793342,9100920877,11497812015,14010058798,16470538470,18045712414,18623748317,20937697366,22761139319,25133280487,30229383589,32025253802,36714642568,42914295379,52526347017,54053879425,59380152210,69848505849,79528197363,87987351692,89157126589,1.0782E+11,1.244E+11,1.29004E+11,1.3634E+11,1.51485E+11,1.51807E+11,1.44049E+11,1.3271E+11,1.28444E+11,1.34373E+11,1.38042E+11,1.42132E+11,1.3597E+11,1.47827E+11,1.57916E+11,1.79405E+11,1.98278E+11,2.19629E+11,2.52623E+11,2.63644E+11,2.92565E+11,3.07749E+11,3.18942E+11,3.53564E+11,3.79589E+11,4.02106E+11,4.17046E+11,4.16471E+11,
Indonesia,IDN,Kapitalisasi pasar perusahaan terdaftar (% dari PDB),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.94131089,40.0216424,13.46472993,23.13136704,45.74575134,16.24793089,14.33362262,15.36689466,23.28171674,28.52029714,28.48445573,38.09588394,48.97842945,19.35614609,39.83495235,47.7275708,43.68649336,46.65394903,37.99064551,47.38662528,41.03725644,45.68924907,51.26792744,46.70240964,46.76274878,46.85852788,,
Indonesia,IDN,"Penarikan pribadi, diterima (mata uang US$)",BX.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,10000000,53000000,61000000,71000000,86000000,99000000,167000000,166000000,130000000,229000000,346000000,449000000,651000000,796000000,725000000,958170000,1109000000,1190200000,1046000000,1258917563,1488709351,1866314990,5419620729,5722357517,6174340000,6794200933,6792907280,6916051073,6923970511,7212196578,7614419340,8551164469,9659168639,8906655811,8989529971,11215344812,11666395059,9650926142,9402427089,9959895079
Indonesia,IDN,"Investasi langsung asing, arus masuk bersih (BoP, mata uang US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,145380000,299069999.9,253520000,581000000,182120000,1292060000,747590000,235000000,417709999.9,226000000,180000000,133000000,225000000,292000000,222000000,310000000,258000000,385000000,576000000,682000000,1093000000,1482000000,1777000000,2004000000,2109000000,4346000000,6194000000,4677000000,-240800000,-1865620963,-4550355286,-2977391857,145085548.7,-596923827.8,1896082770,8336257208,4914201435,6928480000,9318453650,4877369178,15292009411,20564938227,21200778608,23281742362,25120732060,19779127977,4541713739,20510310832,18909826044,24993551748,19175077748,21213080330,21652074480
Indonesia,IDN,Areal permukaan (km persegi),AG.SRF.TOTL.K2,,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910931,1913580,1913580,1916820,1916862.2,1916906.77,1916906.77,,
Indonesia,IDN,Areal hutan (km persegi),AG.LND.FRST.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185450,1168185,1150920,1133655,1116390,1099125,1081860,1064595,1047330,1030065,1012800,1011179.2,1009558.4,1007937.6,1006316.8,1004696,1003075.2,1001454.4,999833.6,998212.8,996592,987329.4,978066.8,968804.2,959541.6,950279,952718,939498,933442.7,927387.3,921332,,
Indonesia,IDN,Lahan pertanian (% dari luas lahan),AG.LND.AGRI.ZS,,21.30748467,21.30748467,21.2798843,21.2798843,21.25228393,21.22468356,21.22468356,21.22468356,21.19708319,21.19708319,21.16948282,21.16948282,21.14188246,21.14188246,21.11759413,21.00167258,21.00167258,21.00167258,20.97628024,20.97628024,20.94867987,20.94867987,20.92107951,20.45297725,21.90310063,22.79348852,24.00404069,24.3639495,24.5284477,24.88614848,22.92155423,22.82605696,23.19314186,23.16830153,23.72417295,23.71865288,24.027225,24.22042758,25.32444233,25.12730896,25.40586806,25.66205721,27.16670244,28.4236804,27.61410138,27.42981562,28.22874229,28.76136007,29.61354852,29.61354852,30.09290452,30.09290452,30.35921341,30.35921341,30.51899874,32.0635903,33.18208764,33.18208764,33.18208764,33.18208764,,
